Date,Radio Flux 10.7cm,Sunspot Number,Sunspot Area (10^6 Hemis.),New Regions,Stanford Mean Solar Field (GOES15),Stanford Background X-Ray Flux,Flares: C,Flares: M,Flares: X,Flares: S,Flares: 1,Flares: 2,Flares: 3
2010-06-12,76,46,140,0,-999,B1.3,2,1,0,2,0,0,0
2010-06-13,76,46,110,0,-999,B1.5,6,1,0,10,0,0,0
2010-06-14,73,12,10,0,-999,A7.7,1,0,0,1,0,0,0
2010-06-15,70,0,0,0,-999,A5.4,0,0,0,0,0,0,0
2010-06-16,72,0,0,0,-999,A4.5,0,0,0,0,0,0,0
2010-06-17,70,14,10,1,-999,A4.2,0,0,0,1,0,0,0
2010-06-18,71,16,10,0,-999,A4.1,0,0,0,0,0,0,0
2010-06-19,69,28,20,1,-999,A4.2,0,0,0,0,0,0,0
2010-06-20,70,13,30,0,-999,A4.4,0,0,0,0,0,0,0
2010-06-21,72,14,40,0,-999,A4.8,0,0,0,0,0,0,0
2010-06-22,73,14,30,0,-999,A4.9,0,0,0,0,0,0,0
2010-06-23,74,14,20,0,-999,A4.9,0,0,0,0,0,0,0
2010-06-24,74,13,10,0,-999,A4.6,0,0,0,0,0,0,0
2010-06-25,75,12,0,0,-999,A5.1,0,0,0,0,0,0,0
2010-06-26,75,0,0,0,-999,A4.9,0,0,0,0,0,0,0
2010-06-27,73,11,90,1,-999,A4.7,0,0,0,0,0,0,0
2010-06-28,74,11,90,0,-999,A4.5,0,0,0,0,0,0,0
2010-06-29,74,24,110,1,-999,A4.4,0,0,0,1,0,0,0
2010-06-30,74,11,110,0,-999,A4.3,0,0,0,0,0,0,0
2010-07-01,73,11,110,0,-999,A4.4,0,0,0,0,0,0,0
2010-07-02,73,11,100,0,-999,A4.4,0,0,0,0,0,0,0
2010-07-03,72,11,150,0,-999,A4.3,0,0,0,0,0,0,0
2010-07-04,72,11,110,0,-999,A4.2,0,0,0,0,0,0,0
2010-07-05,73,23,110,1,-999,A4.5,0,0,0,0,0,0,0
2010-07-06,73,23,120,0,-999,A6.5,0,0,0,0,0,0,0
2010-07-07,74,22,110,0,-999,A7.6,0,0,0,0,0,0,0
2010-07-08,76,11,50,0,-999,B1.0,1,0,0,0,0,0,0
2010-07-09,80,12,30,1,-999,B1.3,2,0,0,1,0,0,0
2010-07-10,80,18,100,0,-999,B1.8,0,0,0,0,0,0,0
2010-07-11,83,25,120,0,-999,B1.4,0,0,0,0,0,0,0
2010-07-12,80,22,130,0,-999,B1.0,0,0,0,1,0,0,0
2010-07-13,79,28,80,1,-999,A9.8,1,0,0,3,0,0,0
2010-07-14,78,16,100,0,-999,A9.5,2,0,0,0,0,0,0
2010-07-15,76,15,60,0,-999,A7.6,0,0,0,0,0,0,0
2010-07-16,77,17,50,0,-999,A8.0,0,0,0,0,0,0,0
2010-07-17,79,13,20,0,-999,A9.4,1,0,0,0,0,0,0
2010-07-18,77,12,10,0,-999,A9.6,0,0,0,0,0,0,0
2010-07-19,80,25,140,1,-999,B1.3,0,0,0,0,0,0,0
2010-07-20,87,32,160,0,-999,B1.8,1,0,0,5,0,0,0
2010-07-21,89,38,320,0,-999,B2.3,0,0,0,17,1,0,0
2010-07-22,88,39,240,0,-999,B2.3,0,0,0,3,0,0,0
2010-07-23,86,45,200,0,-999,B1.1,0,0,0,2,0,0,0
2010-07-24,85,41,160,1,-999,B1.1,0,0,0,1,0,0,0
2010-07-25,85,39,150,0,-999,B1.1,0,0,0,0,0,0,0
2010-07-26,84,39,100,1,-999,B1.4,0,0,0,0,0,0,0
2010-07-27,83,15,70,0,-999,B1.4,1,0,0,2,0,0,0
2010-07-28,85,31,270,1,-999,B1.4,1,0,0,1,0,0,0
2010-07-29,85,31,350,0,-999,B1.5,0,0,0,0,0,0,0
2010-07-30,83,29,210,0,-999,B2.0,0,0,0,2,0,0,0
2010-07-31,82,12,230,0,-999,B1.4,0,0,0,1,0,0,0
2010-08-01,80,13,290,0,-999,B1.3,1,0,0,1,0,0,0
2010-08-02,79,17,280,0,-999,B1.0,0,0,0,0,0,0,0
2010-08-03,81,13,190,0,-999,B1.0,0,0,0,0,0,0,0
2010-08-04,81,27,280,1,-999,B1.0,0,0,0,0,0,0,0
2010-08-05,83,54,430,1,-999,B1.1,1,0,0,0,0,0,0
2010-08-06,82,49,430,1,-999,B1.2,0,0,0,0,0,0,0
2010-08-07,91,47,300,0,-999,B1.0,0,1,0,0,0,1,0
2010-08-08,83,46,340,0,-999,A9.9,0,0,0,0,0,0,0
2010-08-09,84,53,380,1,-999,A8.9,0,0,0,0,0,0,0
2010-08-10,84,56,210,1,-999,B1.0,0,0,0,0,0,0,0
2010-08-11,86,66,200,1,-999,A9.8,0,0,0,0,0,0,0
2010-08-12,84,50,290,0,-999,A8.3,0,0,0,0,0,0,0
2010-08-13,84,51,120,1,-999,A9.0,0,0,0,1,0,0,0
2010-08-14,85,31,150,0,-999,B1.4,2,0,0,5,0,0,0
2010-08-15,86,33,130,0,-999,B1.5,1,0,0,3,0,0,0
2010-08-16,85,39,100,1,-999,B1.4,1,0,0,1,0,0,0
2010-08-17,81,26,20,0,-999,B1.4,1,0,0,0,0,0,0
2010-08-18,81,23,20,0,-999,B1.3,1,0,0,0,0,0,0
2010-08-19,78,11,0,0,-999,A6.9,0,0,0,0,0,0,0
2010-08-20,77,11,0,0,-999,A6.2,0,0,0,0,0,0,0
2010-08-21,76,0,0,0,-999,A5.6,0,0,0,0,0,0,0
2010-08-22,75,0,0,0,-999,A4.9,0,0,0,0,0,0,0
2010-08-23,75,0,0,0,-999,A4.9,0,0,0,0,0,0,0
2010-08-24,74,11,30,1,-999,A4.7,0,0,0,0,0,0,0
2010-08-25,74,23,100,0,-999,A5.2,0,0,0,0,0,0,0
2010-08-26,73,23,100,0,-999,A7.5,0,0,0,1,0,0,0
2010-08-27,73,11,100,0,-999,A7.9,0,0,0,0,0,0,0
2010-08-28,72,11,130,0,-999,A5.9,0,0,0,0,0,0,0
2010-08-29,74,25,170,1,-999,A5.7,0,0,0,0,0,0,0
2010-08-30,75,28,180,0,-999,A6.7,0,0,0,0,0,0,0
2010-08-31,75,27,220,0,-999,A6.7,0,0,0,0,0,0,0
2010-09-01,76,51,270,2,-999,A6.4,0,0,0,0,0,0,0
2010-09-02,77,52,180,1,-999,A5.9,0,0,0,0,0,0,0
2010-09-03,77,54,180,0,-999,A7.2,0,0,0,0,0,0,0
2010-09-04,82,53,200,0,-999,B1.0,0,0,0,4,0,0,0
2010-09-05,82,58,260,0,-999,B1.1,0,0,0,3,0,0,0
2010-09-06,80,24,150,0,-999,B1.1,1,0,0,0,0,0,0
2010-09-07,76,16,40,0,-999,A8.0,0,0,0,1,0,0,0
2010-09-08,75,11,10,0,-999,A7.5,1,0,0,0,0,0,0
2010-09-09,74,0,0,0,-999,A9.4,0,0,0,0,0,0,0
2010-09-10,75,11,50,0,-999,B1.4,0,0,0,0,0,0,0
2010-09-11,78,11,50,1,-999,B1.5,0,0,0,0,0,0,0
2010-09-12,78,26,90,1,-999,B1.2,0,0,0,0,0,0,0
2010-09-13,80,17,100,0,-999,B1.1,0,0,0,0,0,0,0
2010-09-14,81,24,110,0,-999,B1.3,0,0,0,0,0,0,0
2010-09-15,81,20,90,0,-999,B1.8,0,0,0,1,0,0,0
2010-09-16,83,46,400,1,-999,B1.9,0,0,0,0,0,0,0
2010-09-17,82,41,360,0,-999,B1.5,1,0,0,1,0,0,0
2010-09-18,82,42,470,0,-999,B1.4,0,0,0,0,0,0,0
2010-09-19,81,50,510,0,-999,B1.2,0,0,0,0,0,0,0
2010-09-20,83,38,400,0,-999,B1.5,3,0,0,0,0,0,0
2010-09-21,85,37,302,1,-999,B2.0,1,0,0,1,0,0,0
2010-09-22,85,26,540,0,-999,B1.5,0,0,0,0,0,0,0
2010-09-23,84,34,470,0,-999,B1.5,0,0,0,2,0,0,0
2010-09-24,83,34,560,0,-999,B1.3,0,0,0,0,0,0,0
2010-09-25,83,40,490,0,-999,B1.3,0,0,0,0,0,0,0
2010-09-26,84,57,590,1,-999,B1.2,0,0,0,3,0,0,0
2010-09-27,83,52,650,0,-999,B1.1,0,0,0,2,0,0,0
2010-09-28,83,49,430,0,-999,B1.2,2,0,0,2,0,0,0
2010-09-29,91,51,370,1,-999,B1.4,0,0,0,2,0,0,0
2010-09-30,90,45,280,0,-999,B1.4,0,0,0,2,0,0,0
2010-10-01,87,44,280,0,-999,B1.1,0,0,0,2,0,0,0
2010-10-02,85,42,350,0,-999,A9.9,0,0,0,0,0,0,0
2010-10-03,80,28,250,0,-999,A8.7,0,0,0,0,0,0,0
2010-10-04,76,23,110,0,-999,A7.2,1,0,0,0,1,0,0
2010-10-05,75,11,0,0,-999,A6.1,0,0,0,0,0,0,0
2010-10-06,74,0,0,0,-999,A5.0,0,0,0,0,0,0,0
2010-10-07,75,0,0,0,-999,A5.5,0,0,0,0,0,0,0
2010-10-08,75,11,0,0,-999,A6.0,0,0,0,0,0,0,0
2010-10-09,76,12,40,1,-999,A6.1,0,0,0,0,0,0,0
2010-10-10,76,13,50,0,-999,A6.5,0,0,0,3,0,0,0
2010-10-11,75,11,30,0,-999,A6.4,0,0,0,0,0,0,0
2010-10-12,75,11,20,0,-999,A6.5,0,0,0,0,0,0,0
2010-10-13,78,24,130,1,-999,A6.7,0,0,0,0,0,0,0
2010-10-14,80,34,120,1,-999,A7.7,0,0,0,1,0,0,0
2010-10-15,82,51,380,1,-999,A7.9,0,0,0,0,0,0,0
2010-10-16,87,48,420,0,-999,A9.6,0,1,0,0,1,0,0
2010-10-17,84,61,500,1,-999,B1.0,2,0,0,3,0,0,0
2010-10-18,91,69,460,0,-999,B1.1,3,0,0,0,0,0,0
2010-10-19,87,65,430,2,-999,B1.3,2,0,0,2,0,0,0
2010-10-20,84,61,300,0,-999,A9.8,1,0,0,2,0,0,0
2010-10-21,84,34,300,0,-999,A5.8,0,0,0,0,0,0,0
2010-10-22,82,34,270,0,-999,A7.1,0,0,0,0,0,0,0
2010-10-23,84,43,360,0,-999,A6.7,0,0,0,1,0,0,0
2010-10-24,82,57,420,1,-999,A8.5,0,0,0,1,0,0,0
2010-10-25,86,57,540,0,-999,A9.6,1,0,0,4,0,0,0
2010-10-26,86,74,540,0,-999,B1.1,2,0,0,5,0,0,0
2010-10-27,88,53,540,0,-999,B1.0,1,0,0,2,0,0,0
2010-10-28,86,27,520,0,-999,A9.4,0,0,0,0,0,0,0
2010-10-29,86,24,550,0,-999,A8.1,0,0,0,0,0,0,0
2010-10-30,85,32,490,1,-999,B1.1,0,0,0,2,0,0,0
2010-10-31,81,32,550,0,-999,A9.4,2,0,0,1,0,0,0
2010-11-01,79,30,300,0,-999,A8.0,1,0,0,0,0,0,0
2010-11-02,79,17,80,0,-999,A9.9,0,0,0,0,0,0,0
2010-11-03,79,18,50,0,-999,B2.1,3,0,0,0,0,0,0
2010-11-04,79,34,20,1,-999,B1.8,1,1,0,1,0,0,0
2010-11-05,83,29,80,0,-999,B1.8,1,1,0,2,0,0,0
2010-11-06,89,43,90,1,-999,B1.8,4,1,0,2,1,0,0
2010-11-07,85,34,100,0,-999,B1.2,1,0,0,0,1,0,0
2010-11-08,84,36,80,0,-999,A9.6,0,0,0,0,0,0,0
2010-11-09,84,35,70,0,-999,A9.0,0,0,0,0,0,0,0
2010-11-10,86,55,70,2,-999,A9.9,0,0,0,5,0,0,0
2010-11-11,85,48,110,1,-999,B1.0,6,0,0,7,0,0,0
2010-11-12,85,68,100,1,-999,B1.0,5,0,0,3,0,0,0
2010-11-13,85,63,190,0,-999,B1.0,2,0,0,4,0,0,0
2010-11-14,86,69,150,0,-999,B1.1,0,0,0,1,0,0,0
2010-11-15,91,62,330,0,-999,B1.6,1,0,0,8,0,0,0
2010-11-16,92,55,470,1,-999,B1.6,0,0,0,0,0,0,0
2010-11-17,91,61,400,0,-999,B1.2,0,0,0,1,0,0,0
2010-11-18,87,40,250,0,-999,B1.2,0,0,0,0,0,0,0
2010-11-19,84,37,330,0,-999,B1.1,0,0,0,0,0,0,0
2010-11-20,80,24,120,0,-999,B1.1,0,0,0,0,0,0,0
2010-11-21,78,25,80,0,-999,A7.1,0,0,0,0,0,0,0
2010-11-22,75,23,90,0,-999,A4.3,0,0,0,0,0,0,0
2010-11-23,75,12,60,0,-999,A4.8,0,0,0,0,0,0,0
2010-11-24,76,11,50,0,-999,A5.0,0,0,0,1,0,0,0
2010-11-25,78,22,50,1,-999,A5.0,0,0,0,0,0,0,0
2010-11-26,76,23,40,0,-999,A4.6,0,0,0,0,0,0,0
2010-11-27,77,22,45,0,-999,A4.6,0,0,0,0,0,0,0
2010-11-28,80,34,90,2,-999,A6.5,0,0,0,0,0,0,0
2010-11-29,83,31,90,0,-999,A9.2,0,0,0,0,0,0,0
2010-11-30,86,24,190,0,-999,B1.1,0,0,0,0,0,0,0
2010-12-01,87,25,250,0,-999,B1.1,1,0,0,0,0,0,0
2010-12-02,87,32,480,1,-999,B1.1,0,0,0,0,0,0,0
2010-12-03,87,27,540,0,-999,B1.2,0,0,0,0,0,0,0
2010-12-04,87,48,560,2,-999,B1.1,0,0,0,0,0,0,0
2010-12-05,88,47,490,0,-999,B1.1,0,0,0,0,0,0,0
2010-12-06,89,35,580,0,-999,B1.0,0,0,0,0,0,0,0
2010-12-07,87,34,630,0,-999,A9.7,0,0,0,0,0,0,0
2010-12-08,87,22,450,0,-999,A8.6,0,0,0,0,0,0,0
2010-12-09,87,22,400,0,-999,A8.8,0,0,0,0,0,0,0
2010-12-10,88,33,410,0,-999,B1.0,0,0,0,0,0,0,0
2010-12-11,87,25,410,0,-999,B1.2,0,0,0,0,0,0,0
2010-12-12,89,23,380,0,-999,B1.4,0,0,0,1,0,0,0
2010-12-13,88,46,370,2,-999,B1.1,0,0,0,0,0,0,0
2010-12-14,90,33,320,0,-999,B1.0,1,0,0,1,0,0,0
2010-12-15,87,11,50,0,-999,A9.9,1,0,0,0,0,0,0
2010-12-16,84,23,80,0,-999,A8.9,0,0,0,0,0,0,0
2010-12-17,82,11,0,0,-999,A6.7,0,0,0,0,0,0,0
2010-12-18,81,0,0,0,-999,A5.1,0,0,0,0,0,0,0
2010-12-19,81,0,0,0,-999,A4.3,0,0,0,0,0,0,0
2010-12-20,78,0,0,0,-999,A3.7,0,0,0,0,0,0,0
2010-12-21,78,0,0,0,-999,A3.5,0,0,0,0,0,0,0
2010-12-22,78,0,0,0,-999,A3.3,0,0,0,0,0,0,0
2010-12-23,80,0,0,0,-999,A3.3,0,0,0,0,0,0,0
2010-12-24,79,0,0,0,-999,A3.4,0,0,0,0,0,0,0
2010-12-25,79,28,30,2,-999,A3.5,0,0,0,0,0,0,0
2010-12-26,81,28,20,0,-999,A3.5,0,0,0,0,0,0,0
2010-12-27,80,14,50,1,-999,A3.6,0,0,0,0,0,0,0
2010-12-28,81,31,70,0,-999,A4.5,0,0,0,0,0,0,0
2010-12-29,83,37,60,1,-999,A5.5,0,0,0,0,0,0,0
2010-12-30,83,24,20,0,-999,A6.5,0,0,0,0,0,0,0
2010-12-31,91,23,190,1,-999,A8.9,1,0,0,0,0,0,0
2011-01-01,91,65,350,2,-999,B1.0,0,0,0,1,0,0,0
2011-01-02,91,38,260,0,-999,A8.8,0,0,0,0,0,0,0
2011-01-03,92,51,320,0,-999,A8.7,1,0,0,1,0,0,0
2011-01-04,91,54,360,0,-999,B1.0,1,0,0,0,0,0,0
2011-01-05,88,50,250,0,-999,A8.4,0,0,0,0,0,0,0
2011-01-06,87,28,230,0,-999,A7.4,0,0,0,0,0,0,0
2011-01-07,86,52,170,1,-999,A7.7,0,0,0,0,0,0,0
2011-01-08,85,52,180,0,-999,A7.2,0,0,0,0,0,0,0
2011-01-09,83,50,150,2,-999,A7.2,0,0,0,0,0,0,0
2011-01-10,83,35,140,1,-999,A7.2,0,0,0,0,0,0,0
2011-01-11,83,26,130,0,-999,A6.5,0,0,0,0,0,0,0
2011-01-12,80,23,80,0,-999,A6.8,0,0,0,0,0,0,0
2011-01-13,80,14,10,0,-999,A7.3,0,0,0,0,0,0,0
2011-01-14,79,11,0,0,-999,A9.3,2,0,0,0,0,0,0
2011-01-15,80,11,120,1,-999,B1.0,1,0,0,0,0,0,0
2011-01-16,80,15,120,0,-999,A7.3,0,0,0,0,0,0,0
2011-01-17,82,36,170,1,-999,A9.0,0,0,0,0,0,0,0
2011-01-18,81,34,190,0,-999,A5.7,0,0,0,0,0,0,0
2011-01-19,81,28,140,0,-999,A5.7,0,0,0,0,0,0,0
2011-01-20,82,32,190,0,-999,A6.8,0,0,0,0,0,0,0
2011-01-21,88,42,160,1,-999,B1.1,7,0,0,3,0,0,0
2011-01-22,88,36,240,0,-999,B1.0,1,0,0,0,0,0,0
2011-01-23,84,38,260,0,-999,A7.7,0,0,0,0,0,0,0
2011-01-24,83,28,270,0,-999,A6.4,1,0,0,0,0,0,0
2011-01-25,81,27,230,0,-999,A5.7,0,0,0,0,0,0,0
2011-01-26,80,25,400,0,-999,A6.1,0,0,0,1,0,0,0
2011-01-27,81,0,0,0,-999,A7.2,2,0,0,0,0,0,0
2011-01-28,81,27,30,2,-999,A9.3,2,1,0,2,0,0,0
2011-01-29,81,27,25,0,-999,A6.1,0,0,0,1,0,0,0
2011-01-30,83,22,50,0,-999,A5.3,0,0,0,0,0,0,0
2011-01-31,81,21,70,0,-999,A5.8,0,0,0,0,0,0,0
2011-02-01,80,22,80,0,-999,A4.9,0,0,0,0,0,0,0
2011-02-02,79,22,80,0,-999,A4.3,0,0,0,0,0,0,0
2011-02-03,80,32,20,1,-999,A3.9,0,0,0,1,0,0,0
2011-02-04,82,45,90,1,-999,A4.6,0,0,0,1,0,0,0
2011-02-05,81,26,25,0,-999,A4.4,0,0,0,5,0,0,0
2011-02-06,80,41,30,0,-999,A4.4,0,0,0,0,0,0,0
2011-02-07,82,28,30,0,-999,A5.6,0,0,0,0,0,0,0
2011-02-08,90,71,120,4,-999,B1.0,2,0,0,3,0,0,0
2011-02-09,89,67,230,0,-999,B1.4,1,1,0,1,0,0,0
2011-02-10,91,38,40,0,-999,B2.3,4,0,0,0,0,0,0
2011-02-11,91,54,100,2,-999,B1.6,0,0,0,0,0,0,0
2011-02-12,96,63,90,1,-999,B1.2,1,0,0,0,0,0,0
2011-02-13,107,84,180,0,-999,B4.4,4,1,0,3,1,0,0
2011-02-14,113,90,530,1,-999,B5.0,11,1,0,6,1,0,0
2011-02-15,113,100,785,0,-999,B5.2,7,0,1,5,1,0,0
2011-02-16,114,51,430,0,-999,B4.2,12,3,0,4,1,0,0
2011-02-17,111,51,430,0,-999,B5.8,12,0,0,5,0,0,0
2011-02-18,125,101,770,1,-999,B8.1,15,5,0,2,0,0,0
2011-02-19,109,79,680,0,-999,B5.7,12,0,0,2,0,0,0
2011-02-20,105,103,620,0,-999,B3.3,3,0,0,0,0,0,0
2011-02-21,97,60,340,0,-999,B2.6,10,0,0,0,0,0,0
2011-02-22,91,34,350,0,-999,B1.7,0,0,0,0,0,0,0
2011-02-23,89,27,200,0,-999,B1.8,1,0,0,0,0,0,0
2011-02-24,89,23,260,1,-999,B2.6,2,1,0,0,0,0,0
2011-02-25,88,31,370,1,-999,B2.7,3,0,0,0,0,0,0
2011-02-26,90,49,330,1,-999,B2.2,1,0,0,0,0,0,0
2011-02-27,90,44,190,0,-999,B1.7,1,0,0,3,0,0,0
2011-02-28,96,54,380,0,-999,B2.6,9,1,0,3,0,0,0
2011-03-01,111,72,620,0,-999,B3.7,7,0,0,2,0,0,0
2011-03-02,113,83,440,1,-999,B4.5,1,0,0,1,0,0,0
2011-03-03,121,71,630,1,-999,B4.2,6,0,0,5,1,0,0
2011-03-04,127,104,1100,1,-999,B4.8,2,0,0,2,0,0,0
2011-03-05,135,114,1590,0,-999,B6.6,15,0,0,4,0,0,0
2011-03-06,143,118,1250,1,-999,B9.6,23,0,0,13,0,0,0
2011-03-07,153,122,1650,0,-999,C1.7,6,7,0,12,2,0,0
2011-03-08,155,137,1540,2,-999,C1.7,5,5,0,6,2,0,0
2011-03-09,143,132,1250,0,-999,C1.8,9,2,1,12,0,1,0
2011-03-10,131,88,940,0,-999,B9.1,7,1,0,5,0,0,0
2011-03-11,123,105,950,1,-999,B4.9,12,0,0,8,0,0,0
2011-03-12,121,78,1050,0,-999,B5.1,9,1,0,9,1,1,0
2011-03-13,113,64,950,0,-999,B3.8,3,0,0,1,0,0,0
2011-03-14,107,51,820,0,-999,B3.8,5,1,0,8,1,0,0
2011-03-15,102,47,500,0,-999,B3.5,6,1,0,4,1,0,0
2011-03-16,95,50,300,1,-999,B2.9,3,0,0,3,0,0,0
2011-03-17,90,45,170,1,-999,B2.5,0,0,0,0,0,0,0
2011-03-18,88,35,50,1,-999,B1.4,0,0,0,0,0,0,0
2011-03-19,89,48,80,0,-999,B1.2,0,0,0,1,0,0,0
2011-03-20,92,47,150,0,-999,B2.2,0,0,0,0,0,0,0
2011-03-21,101,34,320,1,-999,B3.8,3,0,0,0,0,0,0
2011-03-22,100,31,470,0,-999,B4.5,4,0,0,2,0,0,0
2011-03-23,105,46,580,1,-999,B3.3,1,1,0,1,0,0,0
2011-03-24,108,73,400,2,-999,B3.2,4,1,0,3,2,0,0
2011-03-25,113,104,590,2,-999,B4.0,3,1,0,2,0,0,0
2011-03-26,115,104,670,0,-999,B4.3,1,0,0,1,0,0,0
2011-03-27,117,132,710,2,-999,B3.4,3,0,0,2,0,0,0
2011-03-28,119,103,590,0,-999,B3.3,1,0,0,7,0,0,0
2011-03-29,116,108,470,0,-999,B3.6,2,0,0,0,0,0,0
2011-03-30,118,91,600,0,-999,B3.1,1,0,0,0,0,0,0
2011-03-31,113,76,300,0,-999,B2.5,3,0,0,3,0,0,0
2011-04-01,109,62,330,1,-999,B2.3,2,0,0,1,0,0,0
2011-04-02,108,66,280,0,-999,B2.2,0,0,0,1,0,0,0
2011-04-03,114,70,290,0,-999,B3.9,0,0,0,0,0,0,0
2011-04-04,113,83,340,1,-999,B3.3,0,0,0,1,0,0,0
2011-04-05,109,65,380,0,-999,B2.8,0,0,0,0,0,0,0
2011-04-06,117,56,230,1,-999,B3.1,3,0,0,0,0,0,0
2011-04-07,112,73,290,1,-999,B3.1,3,0,0,0,0,0,0
2011-04-08,109,97,330,2,-999,B2.6,0,0,0,1,0,0,0
2011-04-09,105,84,150,0,-999,B2.9,1,0,0,2,0,0,0
2011-04-10,105,56,150,0,-999,B2.2,0,0,0,0,0,0,0
2011-04-11,106,80,190,1,-999,B3.0,3,0,0,5,0,0,0
2011-04-12,110,114,340,2,-999,B3.9,3,0,0,11,1,0,0
2011-04-13,118,153,650,1,-999,B5.5,8,0,0,14,1,0,0
2011-04-14,119,131,660,1,-999,B5.8,11,0,0,29,0,0,0
2011-04-15,129,124,930,0,-999,B6.2,9,1,0,20,1,0,0
2011-04-16,119,97,910,0,-999,B5.5,11,0,0,12,0,0,0
2011-04-17,114,67,810,0,-999,B4.1,2,0,0,1,0,0,0
2011-04-18,111,67,680,0,-999,B3.8,4,0,0,6,0,0,0
2011-04-19,111,76,680,1,-999,B4.2,1,0,0,7,0,0,0
2011-04-20,117,90,555,1,-999,B4.1,3,0,0,6,0,0,0
2011-04-21,113,100,610,2,-999,B4.5,4,0,0,11,2,0,0
2011-04-22,115,103,600,0,-999,B8.4,15,2,0,25,3,0,0
2011-04-23,119,80,590,0,-999,B3.7,6,0,0,8,0,0,0
2011-04-24,117,78,520,0,-999,B3.8,1,0,0,2,0,0,0
2011-04-25,112,67,680,0,-999,B3.1,0,0,0,0,0,0,0
2011-04-26,109,57,245,2,-999,B2.8,0,0,0,0,0,0,0
2011-04-27,108,39,350,1,-999,B2.7,1,0,0,2,0,0,0
2011-04-28,110,71,450,2,-999,B2.4,3,0,0,1,0,0,0
2011-04-29,110,70,440,0,-999,B2.6,3,0,0,2,0,0,0
2011-04-30,110,76,530,0,-999,B3.4,5,0,0,6,0,0,0
2011-05-01,106,57,500,0,-999,B2.9,2,0,0,2,0,0,0
2011-05-02,110,51,160,2,-999,B2.9,1,0,0,4,0,0,0
2011-05-03,107,77,300,1,-999,B2.1,1,0,0,1,0,0,0
2011-05-04,107,72,280,0,-999,B2.0,0,0,0,0,0,0,0
2011-05-05,105,95,285,1,-999,B1.8,0,0,0,1,0,0,0
2011-05-06,102,71,240,0,-999,B1.8,0,0,0,0,0,0,0
2011-05-07,102,38,200,0,-999,B1.8,0,0,0,0,0,0,0
2011-05-08,102,61,230,2,-999,B1.8,0,0,0,1,0,0,0
2011-05-09,104,93,370,2,-999,B2.9,3,0,0,3,0,0,0
2011-05-10,98,80,260,0,-999,B1.9,0,0,0,0,0,0,0
2011-05-11,94,84,230,1,-999,B1.5,0,0,0,0,0,0,0
2011-05-12,93,29,70,0,-999,B1.3,1,0,0,1,1,0,0
2011-05-13,92,29,40,0,-999,B1.2,0,0,0,1,0,0,0
2011-05-14,91,64,120,3,-999,B1.1,0,0,0,1,0,0,0
2011-05-15,95,54,230,1,-999,B1.3,2,0,0,4,0,0,0
2011-05-16,92,63,210,1,-999,B1.4,0,0,0,1,0,0,0
2011-05-17,92,57,160,1,-999,B1.4,0,0,0,1,0,0,0
2011-05-18,91,65,230,1,-999,B1.3,2,0,0,0,0,0,0
2011-05-19,84,36,220,0,-999,A9.7,0,0,0,0,0,0,0
2011-05-20,84,33,190,0,-999,A7.5,0,0,0,0,0,0,0
2011-05-21,84,44,170,1,-999,A6.8,0,0,0,0,0,0,0
2011-05-22,85,47,130,1,-999,A7.5,0,0,0,1,0,0,0
2011-05-23,84,37,140,1,-999,A9.1,0,0,0,0,0,0,0
2011-05-24,82,23,100,0,-999,A7.4,0,0,0,0,0,0,0
2011-05-25,80,23,70,1,-999,A7.3,2,0,0,2,0,0,0
2011-05-26,83,40,130,1,-999,A7.2,0,0,0,1,0,0,0
2011-05-27,90,65,180,3,-999,B2.2,5,0,0,1,0,0,0
2011-05-28,101,91,540,0,-999,B5.5,18,1,0,10,0,0,0
2011-05-29,111,89,730,2,-999,B5.3,12,1,0,15,1,0,0
2011-05-30,112,105,1000,1,-999,B4.5,4,0,0,7,0,0,0
2011-05-31,112,132,800,1,-999,B3.6,2,0,0,1,0,0,0
2011-06-01,114,107,440,1,-999,B3.1,4,0,0,3,1,0,0
2011-06-02,112,118,650,1,-999,B4.4,5,0,0,3,1,1,0
2011-06-03,107,122,720,0,-999,B2.7,2,0,0,2,0,0,0
2011-06-04,103,116,390,0,-999,B2.2,0,0,0,1,0,0,0
2011-06-05,103,74,230,1,-999,B2.1,0,0,0,0,0,0,0
2011-06-06,100,67,220,0,-999,B2.0,2,0,0,4,0,0,0
2011-06-07,96,58,160,0,-999,B1.6,0,1,0,1,0,1,0
2011-06-08,90,45,90,0,-999,B1.3,0,0,0,1,0,0,0
2011-06-09,88,46,50,1,-999,B1.2,3,0,0,4,0,0,0
2011-06-10,87,35,40,0,-999,B1.2,1,0,0,0,0,0,0
2011-06-11,85,37,30,1,-999,B1.2,0,0,0,0,0,0,0
2011-06-12,85,16,10,0,-999,B1.7,0,0,0,1,0,0,0
2011-06-13,87,16,20,0,-999,B2.6,1,0,0,0,0,0,0
2011-06-14,99,48,230,1,-999,B2.4,2,1,0,1,0,0,0
2011-06-15,102,48,450,0,-999,B2.4,2,0,0,7,1,0,0
2011-06-16,103,62,450,0,-999,B3.0,4,0,0,4,1,0,0
2011-06-17,104,65,360,1,-999,B2.9,3,0,0,3,0,0,0
2011-06-18,99,67,350,0,-999,B2.3,0,0,0,3,0,0,0
2011-06-19,99,47,270,1,-999,B2.0,2,0,0,5,0,0,0
2011-06-20,96,43,250,2,-999,B2.1,0,0,0,0,0,0,0
